id,title,category,subcategory,platform,organizer_name,organizer_type,beneficiary,location_city,location_state,funds_required,funds_raised,funding_percentage,campaign_start_date,campaign_age_days,is_fraudulent,fraud_score,risk_level,verification_status,features
27bf8ef5-2d1a-4375-a0c3-fdb59242a6a8,Teacher Training Support for Rural Students,Education,Teacher Training,Fueladream,Dhanbad Student Welfare Society,organization,Teacher Training beneficiaries,Allahabad,Delhi,991584,909696,91.74,2025-07-31,5,False,0.0,low,pending,"{'category': 'Education', 'subcategory': 'Teacher Training', 'platform': 'Fueladream', 'campaign_age_days': 5, 'funding_percentage': 91.74179245587763, 'funds_required': 991584, 'funds_raised': 909696, 'is_fraudulent': False, 'has_government_verification': True, 'has_complete_documentation': True, 'has_clear_beneficiary': True, 'has_contact_info': True, 'has_medical_verification': True, 'has_regular_updates': True, 'has_social_media_presence': True, 'has_website': True, 'has_media_coverage': False, 'is_new_organization': False, 'has_unrealistic_goal': False, 'has_duplicate_content': False, 'limited_social_proof': False, 'minimal_updates': False, 'unclear_fund_usage': False, 'no_previous_campaigns': False}"
1fe1af70-5d7c-429e-8d9c-acda9f7da1c5,Drought Relief Initiative for Rural Area,Disaster Relief,Drought Relief,INDIAdonates,Guwahati Community Development Trust,organization,Drought Relief beneficiaries,Nagpur,West Bengal,3478671,1657008,47.63,2025-04-19,108,False,0.0,low,pending,"{'category': 'Disaster Relief', 'subcategory': 'Drought Relief', 'platform': 'INDIAdonates', 'campaign_age_days': 108, 'funding_percentage': 47.633364515033556, 'funds_required': 3478671, 'funds_raised': 1657008, 'is_fraudulent': False, 'has_government_verification': True, 'has_complete_documentation': True, 'has_clear_beneficiary': True, 'has_contact_info': True, 'has_medical_verification': True, 'has_regular_updates': True, 'has_social_media_presence': True, 'has_website': False, 'has_media_coverage': True, 'is_new_organization': False, 'has_unrealistic_goal': False, 'has_duplicate_content': False, 'limited_social_proof': False, 'minimal_updates': False, 'unclear_fund_usage': False, 'no_previous_campaigns': False}"
92356b71-ca61-477e-9729-48b8468c706a,Animal Rescue - Help Stray Animals,Animal Welfare,Animal Rescue,Donatekart,Faridabad Animal Care Society,organization,Animal Rescue beneficiaries,Ahmedabad,Tamil Nadu,451613,234887,52.01,2025-05-26,71,False,0.0,low,verified,"{'category': 'Animal Welfare', 'subcategory': 'Animal Rescue', 'platform': 'Donatekart', 'campaign_age_days': 71, 'funding_percentage': 52.010686078712354, 'funds_required': 451613, 'funds_raised': 234887, 'is_fraudulent': False, 'has_government_verification': True, 'has_complete_documentation': True, 'has_clear_beneficiary': True, 'has_contact_info': True, 'has_medical_verification': True, 'has_regular_updates': True, 'has_social_media_presence': False, 'has_website': False, 'has_media_coverage': True, 'is_new_organization': False, 'has_unrealistic_goal': False, 'has_duplicate_content': False, 'limited_social_proof': False, 'minimal_updates': False, 'unclear_fund_usage': False, 'no_previous_campaigns': False}"
684672f5-09f0-40cc-a4ce-ab6ffe218049,Child Welfare Initiative for Community,Social Causes,Child Welfare,Fueladream,Kota Social Welfare Foundation,organization,Child Welfare beneficiaries,Kolkata,Odisha,1007671,296253,29.4,2024-11-15,263,False,0.0,low,verified,"{'category': 'Social Causes', 'subcategory': 'Child Welfare', 'platform': 'Fueladream', 'campaign_age_days': 263, 'funding_percentage': 29.399851225207463, 'funds_required': 1007671, 'funds_raised': 296253, 'is_fraudulent': False, 'has_government_verification': True, 'has_complete_documentation': True, 'has_clear_beneficiary': True, 'has_contact_info': True, 'has_medical_verification': True, 'has_regular_updates': True, 'has_social_media_presence': True, 'has_website': False, 'has_media_coverage': True, 'is_new_organization': False, 'has_unrealistic_goal': False, 'has_duplicate_content': False, 'limited_social_proof': False, 'minimal_updates': False, 'unclear_fund_usage': False, 'no_previous_campaigns': False}"
69e241ee-11cd-4c19-b090-282c112a24d5,Educational Materials Support for Rural Students,Education,Educational Materials,Ketto,Indore Knowledge Mission,individual,Educational Materials beneficiaries,Jaipur,Andhra Pradesh,740312,250669,33.86,2025-08-03,2,False,0.0,low,verified,"{'category': 'Education', 'subcategory': 'Educational Materials', 'platform': 'Ketto', 'campaign_age_days': 2, 'funding_percentage': 33.85998213204328, 'funds_required': 740312, 'funds_raised': 250669, 'is_fraudulent': False, 'has_government_verification': True, 'has_complete_documentation': True, 'has_clear_beneficiary': True, 'has_contact_info': True, 'has_medical_verification': True, 'has_regular_updates': False, 'has_social_media_presence': False, 'has_website': False, 'has_media_coverage': False, 'is_new_organization': False, 'has_unrealistic_goal': False, 'has_duplicate_content': False, 'limited_social_proof': False, 'minimal_updates': False, 'unclear_fund_usage': False, 'no_previous_campaigns': False}"
976bcb3c-351e-4fcb-824b-1433b5e1e9f7,Cyclone Relief Initiative for Underprivileged,Disaster Relief,Cyclone Relief,Donatekart,Mumbai Community Development Trust,individual,Cyclone Relief beneficiaries,Jaipur,Bihar,3126579,1505385,48.15,2024-09-10,329,False,0.0,low,verified,"{'category': 'Disaster Relief', 'subcategory': 'Cyclone Relief', 'platform': 'Donatekart', 'campaign_age_days': 329, 'funding_percentage': 48.14799487481554, 'funds_required': 3126579, 'funds_raised': 1505385, 'is_fraudulent': False, 'has_government_verification': True, 'has_complete_documentation': True, 'has_clear_beneficiary': True, 'has_contact_info': True, 'has_medical_verification': True, 'has_regular_updates': True, 'has_social_media_presence': False, 'has_website': False, 'has_media_coverage': False, 'is_new_organization': False, 'has_unrealistic_goal': False, 'has_duplicate_content': False, 'limited_social_proof': False, 'minimal_updates': False, 'unclear_fund_usage': False, 'no_previous_campaigns': False}"
85141964-b48b-40a3-b341-29127019182f,Tournament Organization Initiative for Community,Sports,Tournament Organization,Social For Action,Kota Community Development Trust,organization,Tournament Organization beneficiaries,Ludhiana,Assam,675704,383334,56.73,2024-11-29,249,False,0.0,low,verified,"{'category': 'Sports', 'subcategory': 'Tournament Organization', 'platform': 'Social For Action', 'campaign_age_days': 249, 'funding_percentage': 56.73117903887672, 'funds_required': 675704, 'funds_raised': 383334, 'is_fraudulent': False, 'has_government_verification': True, 'has_complete_documentation': True, 'has_clear_beneficiary': True, 'has_contact_info': True, 'has_medical_verification': True, 'has_regular_updates': False, 'has_social_media_presence': False, 'has_website': False, 'has_media_coverage': False, 'is_new_organization': False, 'has_unrealistic_goal': False, 'has_duplicate_content': False, 'limited_social_proof': False, 'minimal_updates': False, 'unclear_fund_usage': False, 'no_previous_campaigns': False}"
aecf8d64-cc4f-432f-bf71-4060ed04c1ed,Critical Support Needed for Fire Relief,Disaster Relief,Fire Relief,Ketto,Supreme Trust,organization,Fire Relief beneficiaries,Patna,Haryana,4231131,435521,10.29,2025-03-23,135,True,0.75,high,pending,"{'category': 'Disaster Relief', 'subcategory': 'Fire Relief', 'platform': 'Ketto', 'campaign_age_days': 135, 'funding_percentage': 10.29327091032428, 'funds_required': 4231131, 'funds_raised': 435521, 'is_fraudulent': True, 'has_government_verification': True, 'has_complete_documentation': True, 'has_clear_beneficiary': False, 'has_contact_info': False, 'has_medical_verification': True, 'has_regular_updates': False, 'has_social_media_presence': False, 'has_website': False, 'has_media_coverage': False, 'is_new_organization': True, 'has_unrealistic_goal': False, 'has_duplicate_content': False, 'limited_social_proof': False, 'minimal_updates': True, 'unclear_fund_usage': False, 'no_previous_campaigns': True}"
e334080b-b8c3-4d0e-9e57-5a936a8e80e9,Desperate Help Save - Accident Recovery Needed,Medical,Accident Recovery,Donatekart,Emergency Foundation,organization,Accident Recovery beneficiaries,Varanasi,Sikkim,1666638,42097,2.53,2024-09-16,323,True,1.0,high,pending,"{'category': 'Medical', 'subcategory': 'Accident Recovery', 'platform': 'Donatekart', 'campaign_age_days': 323, 'funding_percentage': 2.525880443264307, 'funds_required': 1666638, 'funds_raised': 42097, 'is_fraudulent': True, 'has_government_verification': False, 'has_complete_documentation': True, 'has_clear_beneficiary': False, 'has_contact_info': True, 'has_medical_verification': False, 'has_regular_updates': False, 'has_social_media_presence': False, 'has_website': False, 'has_media_coverage': False, 'is_new_organization': True, 'has_unrealistic_goal': True, 'has_duplicate_content': True, 'limited_social_proof': True, 'minimal_updates': False, 'unclear_fund_usage': True, 'no_previous_campaigns': False}"
f7206d3c-62c8-4187-aff9-e5a81071286a,Emergency Support Needed for Disability Support,Social Causes,Disability Support,INDIAdonates,Quick Trust,organization,Disability Support beneficiaries,Nagpur,Rajasthan,838719,126702,15.11,2025-02-22,164,True,1.0,high,pending,"{'category': 'Social Causes', 'subcategory': 'Disability Support', 'platform': 'INDIAdonates', 'campaign_age_days': 164, 'funding_percentage': 15.106652220044435, 'funds_required': 838719, 'funds_raised': 126702, 'is_fraudulent': True, 'has_government_verification': False, 'has_complete_documentation': False, 'has_clear_beneficiary': False, 'has_contact_info': False, 'has_medical_verification': True, 'has_regular_updates': False, 'has_social_media_presence': False, 'has_website': False, 'has_media_coverage': False, 'is_new_organization': True, 'has_unrealistic_goal': False, 'has_duplicate_content': False, 'limited_social_proof': True, 'minimal_updates': True, 'unclear_fund_usage': True, 'no_previous_campaigns': True}"
d66eab3b-428e-4ab6-b157-7079646f8653,Poverty Alleviation Initiative for Underprivileged,Social Causes,Poverty Alleviation,ImpactGuru,Bhopal Social Welfare Foundation,individual,Poverty Alleviation beneficiaries,Patna,Karnataka,695571,374404,53.83,2025-03-05,153,False,0.0,low,pending,"{'category': 'Social Causes', 'subcategory': 'Poverty Alleviation', 'platform': 'ImpactGuru', 'campaign_age_days': 153, 'funding_percentage': 53.82694445261704, 'funds_required': 695571, 'funds_raised': 374404, 'is_fraudulent': False, 'has_government_verification': True, 'has_complete_documentation': True, 'has_clear_beneficiary': True, 'has_contact_info': True, 'has_medical_verification': True, 'has_regular_updates': True, 'has_social_media_presence': False, 'has_website': False, 'has_media_coverage': False, 'is_new_organization': False, 'has_unrealistic_goal': False, 'has_duplicate_content': False, 'limited_social_proof': False, 'minimal_updates': False, 'unclear_fund_usage': False, 'no_previous_campaigns': False}"
f963022f-6425-4280-b640-086173e677a1,Pollution Control Initiative for Community,Environment,Pollution Control,ImpactGuru,Thane Nature Conservation Trust,organization,Pollution Control beneficiaries,Hubli-Dharwad,Andhra Pradesh,935758,223025,23.83,2024-12-02,246,False,0.0,low,verified,"{'category': 'Environment', 'subcategory': 'Pollution Control', 'platform': 'ImpactGuru', 'campaign_age_days': 246, 'funding_percentage': 23.83368143786231, 'funds_required': 935758, 'funds_raised': 223025, 'is_fraudulent': False, 'has_government_verification': True, 'has_complete_documentation': True, 'has_clear_beneficiary': True, 'has_contact_info': True, 'has_medical_verification': True, 'has_regular_updates': False, 'has_social_media_presence': True, 'has_website': True, 'has_media_coverage': False, 'is_new_organization': False, 'has_unrealistic_goal': False, 'has_duplicate_content': False, 'limited_social_proof': False, 'minimal_updates': False, 'unclear_fund_usage': False, 'no_previous_campaigns': False}"
1c703819-1125-4ed2-b100-ab3205df12eb,Water Conservation Initiative for Rural Area,Environment,Water Conservation,ImpactGuru,Chennai Green Earth Foundation,organization,Water Conservation beneficiaries,Raipur,Odisha,143778,55760,38.78,2025-04-10,117,False,0.0,low,verified,"{'category': 'Environment', 'subcategory': 'Water Conservation', 'platform': 'ImpactGuru', 'campaign_age_days': 117, 'funding_percentage': 38.78230354487047, 'funds_required': 143778, 'funds_raised': 55760, 'is_fraudulent': False, 'has_government_verification': True, 'has_complete_documentation': True, 'has_clear_beneficiary': True, 'has_contact_info': True, 'has_medical_verification': True, 'has_regular_updates': True, 'has_social_media_presence': False, 'has_website': True, 'has_media_coverage': False, 'is_new_organization': False, 'has_unrealistic_goal': False, 'has_duplicate_content': False, 'limited_social_proof': False, 'minimal_updates': False, 'unclear_fund_usage': False, 'no_previous_campaigns': False}"
23687b41-1db5-4e24-b9b9-b7fedca21c96,Support Emergency Surgery for Child,Medical,Emergency Surgery,Ketto,Vadodara City Hospital Foundation,individual,Emergency Surgery beneficiaries,Kanpur,Meghalaya,851291,714582,83.94,2025-07-21,15,False,0.0,low,verified,"{'category': 'Medical', 'subcategory': 'Emergency Surgery', 'platform': 'Ketto', 'campaign_age_days': 15, 'funding_percentage': 83.94107874276048, 'funds_required': 851291, 'funds_raised': 714582, 'is_fraudulent': False, 'has_government_verification': True, 'has_complete_documentation': True, 'has_clear_beneficiary': True, 'has_contact_info': True, 'has_medical_verification': True, 'has_regular_updates': True, 'has_social_media_presence': True, 'has_website': False, 'has_media_coverage': False, 'is_new_organization': False, 'has_unrealistic_goal': False, 'has_duplicate_content': False, 'limited_social_proof': False, 'minimal_updates': False, 'unclear_fund_usage': False, 'no_previous_campaigns': False}"
0be408ca-3fce-4ca5-b042-3236f006c2ec,Women Empowerment Initiative for Underprivileged,Community Development,Women Empowerment,ImpactGuru,Nagpur Community Development Trust,individual,Women Empowerment beneficiaries,Kanpur,Puducherry,166319,37821,22.74,2025-03-19,139,False,0.0,low,verified,"{'category': 'Community Development', 'subcategory': 'Women Empowerment', 'platform': 'ImpactGuru', 'campaign_age_days': 139, 'funding_percentage': 22.74060053692588, 'funds_required': 166319, 'funds_raised': 37821, 'is_fraudulent': False, 'has_government_verification': True, 'has_complete_documentation': True, 'has_clear_beneficiary': True, 'has_contact_info': True, 'has_medical_verification': True, 'has_regular_updates': True, 'has_social_media_presence': False, 'has_website': True, 'has_media_coverage': True, 'is_new_organization': False, 'has_unrealistic_goal': False, 'has_duplicate_content': False, 'limited_social_proof': False, 'minimal_updates': False, 'unclear_fund_usage': False, 'no_previous_campaigns': False}"
62db86ad-8f2e-4d56-85ab-613805e41f7b,Innovation Projects Initiative for Rural Area,Technology,Innovation Projects,INDIAdonates,Faridabad Community Development Trust,individual,Innovation Projects beneficiaries,Jabalpur,Assam,1763934,202089,11.46,2025-07-27,9,False,0.0,low,verified,"{'category': 'Technology', 'subcategory': 'Innovation Projects', 'platform': 'INDIAdonates', 'campaign_age_days': 9, 'funding_percentage': 11.456762472568238, 'funds_required': 1763934, 'funds_raised': 202089, 'is_fraudulent': False, 'has_government_verification': True, 'has_complete_documentation': True, 'has_clear_beneficiary': True, 'has_contact_info': True, 'has_medical_verification': True, 'has_regular_updates': True, 'has_social_media_presence': True, 'has_website': False, 'has_media_coverage': False, 'is_new_organization': False, 'has_unrealistic_goal': False, 'has_duplicate_content': False, 'limited_social_proof': False, 'minimal_updates': False, 'unclear_fund_usage': False, 'no_previous_campaigns': False}"
602953a5-c8bd-48a0-992d-fca18f6e8805,Stray Animal Care - Help Animal Shelter,Animal Welfare,Stray Animal Care,ImpactGuru,Jaipur Animal Care Society,organization,Stray Animal Care beneficiaries,Raipur,Manipur,223663,115471,51.63,2025-01-15,202,False,0.0,low,verified,"{'category': 'Animal Welfare', 'subcategory': 'Stray Animal Care', 'platform': 'ImpactGuru', 'campaign_age_days': 202, 'funding_percentage': 51.62748881480078, 'funds_required': 223663, 'funds_raised': 115471, 'is_fraudulent': False, 'has_government_verification': True, 'has_complete_documentation': True, 'has_clear_beneficiary': True, 'has_contact_info': True, 'has_medical_verification': True, 'has_regular_updates': True, 'has_social_media_presence': False, 'has_website': False, 'has_media_coverage': False, 'is_new_organization': False, 'has_unrealistic_goal': False, 'has_duplicate_content': False, 'limited_social_proof': False, 'minimal_updates': False, 'unclear_fund_usage': False, 'no_previous_campaigns': False}"
df3a747f-cd3d-4bb5-8373-8696c63b5d3d,Support Chronic Disease for Young Patient,Medical,Chronic Disease,Fueladream,Srinagar Healthcare Trust,organization,Chronic Disease beneficiaries,Ludhiana,Telangana,1213436,232966,19.2,2024-08-29,341,False,0.0,low,verified,"{'category': 'Medical', 'subcategory': 'Chronic Disease', 'platform': 'Fueladream', 'campaign_age_days': 341, 'funding_percentage': 19.198920070785018, 'funds_required': 1213436, 'funds_raised': 232966, 'is_fraudulent': False, 'has_government_verification': True, 'has_complete_documentation': True, 'has_clear_beneficiary': True, 'has_contact_info': True, 'has_medical_verification': True, 'has_regular_updates': True, 'has_social_media_presence': True, 'has_website': True, 'has_media_coverage': False, 'is_new_organization': False, 'has_unrealistic_goal': False, 'has_duplicate_content': False, 'limited_social_proof': False, 'minimal_updates': False, 'unclear_fund_usage': False, 'no_previous_campaigns': False}"
7bbee4f2-ed56-42a2-81c9-42ff85fdd065,Infrastructure Initiative for Community,Community Development,Infrastructure,Social For Action,Allahabad Social Welfare Foundation,organization,Infrastructure beneficiaries,Dhanbad,Madhya Pradesh,2233180,1987628,89.0,2025-05-25,72,False,0.0,low,verified,"{'category': 'Community Development', 'subcategory': 'Infrastructure', 'platform': 'Social For Action', 'campaign_age_days': 72, 'funding_percentage': 89.00438954633304, 'funds_required': 2233180, 'funds_raised': 1987628, 'is_fraudulent': False, 'has_government_verification': True, 'has_complete_documentation': True, 'has_clear_beneficiary': True, 'has_contact_info': True, 'has_medical_verification': True, 'has_regular_updates': False, 'has_social_media_presence': False, 'has_website': False, 'has_media_coverage': False, 'is_new_organization': False, 'has_unrealistic_goal': False, 'has_duplicate_content': False, 'limited_social_proof': False, 'minimal_updates': False, 'unclear_fund_usage': False, 'no_previous_campaigns': False}"
57d6632a-107c-400d-9861-6935ceb4de93,Innovation Projects Initiative for Rural Area,Technology,Innovation Projects,Donatekart,Navi Mumbai Public Service Society,organization,Innovation Projects beneficiaries,Bangalore,Rajasthan,665069,287824,43.28,2025-02-23,163,False,0.0,low,verified,"{'category': 'Technology', 'subcategory': 'Innovation Projects', 'platform': 'Donatekart', 'campaign_age_days': 163, 'funding_percentage': 43.27740579698392, 'funds_required': 665069, 'funds_raised': 287824, 'is_fraudulent': False, 'has_government_verification': True, 'has_complete_documentation': True, 'has_clear_beneficiary': True, 'has_contact_info': True, 'has_medical_verification': True, 'has_regular_updates': True, 'has_social_media_presence': True, 'has_website': False, 'has_media_coverage': False, 'is_new_organization': False, 'has_unrealistic_goal': False, 'has_duplicate_content': False, 'limited_social_proof': False, 'minimal_updates': False, 'unclear_fund_usage': False, 'no_previous_campaigns': False}"
c3658bc9-9816-4b9e-8e0b-f04470989f92,Student Scholarships Support for Government School,Education,Student Scholarships,Milaap,Agra Learning Foundation,organization,Student Scholarships beneficiaries,Kalyan-Dombivali,Nagaland,239146,106111,44.37,2024-09-11,328,False,0.0,low,verified,"{'category': 'Education', 'subcategory': 'Student Scholarships', 'platform': 'Milaap', 'campaign_age_days': 328, 'funding_percentage': 44.3709760576216, 'funds_required': 239146, 'funds_raised': 106111, 'is_fraudulent': False, 'has_government_verification': True, 'has_complete_documentation': True, 'has_clear_beneficiary': True, 'has_contact_info': True, 'has_medical_verification': True, 'has_regular_updates': False, 'has_social_media_presence': False, 'has_website': True, 'has_media_coverage': False, 'is_new_organization': False, 'has_unrealistic_goal': False, 'has_duplicate_content': False, 'limited_social_proof': False, 'minimal_updates': False, 'unclear_fund_usage': False, 'no_previous_campaigns': False}"
ad402813-c1dc-4129-ab49-3d35c8f61428,Desperate Help Save - Chronic Disease Needed,Medical,Chronic Disease,Social For Action,Emergency Mission,organization,Chronic Disease beneficiaries,Patna,Andhra Pradesh,5108130,1406070,27.53,2025-04-09,118,True,1.0,high,pending,"{'category': 'Medical', 'subcategory': 'Chronic Disease', 'platform': 'Social For Action', 'campaign_age_days': 118, 'funding_percentage': 27.526123806094407, 'funds_required': 5108130, 'funds_raised': 1406070, 'is_fraudulent': True, 'has_government_verification': False, 'has_complete_documentation': False, 'has_clear_beneficiary': False, 'has_contact_info': False, 'has_medical_verification': False, 'has_regular_updates': False, 'has_social_media_presence': False, 'has_website': False, 'has_media_coverage': False, 'is_new_organization': True, 'has_unrealistic_goal': False, 'has_duplicate_content': True, 'limited_social_proof': True, 'minimal_updates': False, 'unclear_fund_usage': False, 'no_previous_campaigns': True}"
c48d6d18-47e4-4fb0-8bfd-84594cf35843,School Infrastructure Support for Underprivileged Children,Education,School Infrastructure,Social For Action,Hyderabad Education Development Trust,individual,School Infrastructure beneficiaries,Hubli-Dharwad,Himachal Pradesh,261225,117301,44.9,2024-11-30,248,False,0.0,low,pending,"{'category': 'Education', 'subcategory': 'School Infrastructure', 'platform': 'Social For Action', 'campaign_age_days': 248, 'funding_percentage': 44.90425244341139, 'funds_required': 261225, 'funds_raised': 117301, 'is_fraudulent': False, 'has_government_verification': True, 'has_complete_documentation': True, 'has_clear_beneficiary': True, 'has_contact_info': True, 'has_medical_verification': True, 'has_regular_updates': True, 'has_social_media_presence': False, 'has_website': True, 'has_media_coverage': False, 'is_new_organization': False, 'has_unrealistic_goal': False, 'has_duplicate_content': False, 'limited_social_proof': False, 'minimal_updates': False, 'unclear_fund_usage': False, 'no_previous_campaigns': False}"
a5183c23-3a7f-4b04-b3ad-de97b490e0af,Support Chronic Disease for Child,Medical,Chronic Disease,Milaap,Ahmedabad Healthcare Trust,organization,Chronic Disease beneficiaries,Navi Mumbai,Haryana,162924,22330,13.71,2024-09-09,330,False,0.0,low,pending,"{'category': 'Medical', 'subcategory': 'Chronic Disease', 'platform': 'Milaap', 'campaign_age_days': 330, 'funding_percentage': 13.70622028810374, 'funds_required': 162924, 'funds_raised': 22330, 'is_fraudulent': False, 'has_government_verification': True, 'has_complete_documentation': True, 'has_clear_beneficiary': True, 'has_contact_info': True, 'has_medical_verification': True, 'has_regular_updates': True, 'has_social_media_presence': True, 'has_website': True, 'has_media_coverage': True, 'is_new_organization': False, 'has_unrealistic_goal': False, 'has_duplicate_content': False, 'limited_social_proof': False, 'minimal_updates': False, 'unclear_fund_usage': False, 'no_previous_campaigns': False}"
65020ec1-495e-4c18-8818-84f759f79d5b,Pet Medical - Help Stray Animals,Animal Welfare,Pet Medical,INDIAdonates,Howrah Pet Welfare Foundation,individual,Pet Medical beneficiaries,Navi Mumbai,Jharkhand,179593,140823,78.41,2024-10-11,298,False,0.0,low,verified,"{'category': 'Animal Welfare', 'subcategory': 'Pet Medical', 'platform': 'INDIAdonates', 'campaign_age_days': 298, 'funding_percentage': 78.41229916085189, 'funds_required': 179593, 'funds_raised': 140823, 'is_fraudulent': False, 'has_government_verification': True, 'has_complete_documentation': True, 'has_clear_beneficiary': True, 'has_contact_info': True, 'has_medical_verification': True, 'has_regular_updates': False, 'has_social_media_presence': False, 'has_website': True, 'has_media_coverage': False, 'is_new_organization': False, 'has_unrealistic_goal': False, 'has_duplicate_content': False, 'limited_social_proof': False, 'minimal_updates': False, 'unclear_fund_usage': False, 'no_previous_campaigns': False}"
514e779b-9244-4a4e-a502-bc0e6b683414,Support Accident Recovery for Family Member,Medical,Accident Recovery,ImpactGuru,Delhi Healthcare Trust,individual,Accident Recovery beneficiaries,Kanpur,Mizoram,1352613,574858,42.5,2025-01-17,200,False,0.0,low,verified,"{'category': 'Medical', 'subcategory': 'Accident Recovery', 'platform': 'ImpactGuru', 'campaign_age_days': 200, 'funding_percentage': 42.49981807450782, 'funds_required': 1352613, 'funds_raised': 574858, 'is_fraudulent': False, 'has_government_verification': True, 'has_complete_documentation': True, 'has_clear_beneficiary': True, 'has_contact_info': True, 'has_medical_verification': True, 'has_regular_updates': True, 'has_social_media_presence': True, 'has_website': False, 'has_media_coverage': False, 'is_new_organization': False, 'has_unrealistic_goal': False, 'has_duplicate_content': False, 'limited_social_proof': False, 'minimal_updates': False, 'unclear_fund_usage': False, 'no_previous_campaigns': False}"
413af763-b5bd-4ee1-9090-f6fdd46730ea,Critical Help Save - Mental Health Needed,Medical,Mental Health,ImpactGuru,Global Organization,individual,Mental Health beneficiaries,Hubli-Dharwad,Odisha,1390021,361275,25.99,2024-09-28,311,True,1.0,high,pending,"{'category': 'Medical', 'subcategory': 'Mental Health', 'platform': 'ImpactGuru', 'campaign_age_days': 311, 'funding_percentage': 25.990669309662497, 'funds_required': 1390021, 'funds_raised': 361275, 'is_fraudulent': True, 'has_government_verification': False, 'has_complete_documentation': True, 'has_clear_beneficiary': False, 'has_contact_info': False, 'has_medical_verification': False, 'has_regular_updates': False, 'has_social_media_presence': False, 'has_website': False, 'has_media_coverage': False, 'is_new_organization': False, 'has_unrealistic_goal': False, 'has_duplicate_content': False, 'limited_social_proof': True, 'minimal_updates': True, 'unclear_fund_usage': False, 'no_previous_campaigns': True}"
285e6e27-fd2d-465a-b293-e535590abba7,Desperate Support Needed for Tournament Organization,Sports,Tournament Organization,Ketto,Supreme Mission,individual,Tournament Organization beneficiaries,Coimbatore,Madhya Pradesh,165911,30128,18.16,2025-04-16,111,True,1.0,high,pending,"{'category': 'Sports', 'subcategory': 'Tournament Organization', 'platform': 'Ketto', 'campaign_age_days': 111, 'funding_percentage': 18.159204317601958, 'funds_required': 165911, 'funds_raised': 30128, 'is_fraudulent': True, 'has_government_verification': False, 'has_complete_documentation': False, 'has_clear_beneficiary': True, 'has_contact_info': False, 'has_medical_verification': True, 'has_regular_updates': False, 'has_social_media_presence': False, 'has_website': False, 'has_media_coverage': False, 'is_new_organization': True, 'has_unrealistic_goal': False, 'has_duplicate_content': True, 'limited_social_proof': True, 'minimal_updates': True, 'unclear_fund_usage': True, 'no_previous_campaigns': True}"
5843d6e9-39a5-41bf-a2c1-fbbe08319ef1,Desperate Only Chance - Chronic Disease Needed,Medical,Chronic Disease,ImpactGuru,Quick Trust,organization,Chronic Disease beneficiaries,Navi Mumbai,Bihar,472515,45313,9.59,2024-09-11,328,True,1.0,high,pending,"{'category': 'Medical', 'subcategory': 'Chronic Disease', 'platform': 'ImpactGuru', 'campaign_age_days': 328, 'funding_percentage': 9.589748919534857, 'funds_required': 472515, 'funds_raised': 45313, 'is_fraudulent': True, 'has_government_verification': True, 'has_complete_documentation': True, 'has_clear_beneficiary': True, 'has_contact_info': True, 'has_medical_verification': False, 'has_regular_updates': False, 'has_social_media_presence': False, 'has_website': False, 'has_media_coverage': False, 'is_new_organization': False, 'has_unrealistic_goal': True, 'has_duplicate_content': True, 'limited_social_proof': True, 'minimal_updates': False, 'unclear_fund_usage': True, 'no_previous_campaigns': False}"
ac6072b7-a4d7-466d-a5c4-2e88a9c190e5,Student Scholarships Support for Government School,Education,Student Scholarships,Donatekart,Pune Knowledge Mission,organization,Student Scholarships beneficiaries,Kota,Haryana,350320,230312,65.74,2024-09-28,311,False,0.0,low,verified,"{'category': 'Education', 'subcategory': 'Student Scholarships', 'platform': 'Donatekart', 'campaign_age_days': 311, 'funding_percentage': 65.74333856681893, 'funds_required': 350320, 'funds_raised': 230312, 'is_fraudulent': False, 'has_government_verification': True, 'has_complete_documentation': True, 'has_clear_beneficiary': True, 'has_contact_info': True, 'has_medical_verification': True, 'has_regular_updates': True, 'has_social_media_presence': True, 'has_website': False, 'has_media_coverage': False, 'is_new_organization': False, 'has_unrealistic_goal': False, 'has_duplicate_content': False, 'limited_social_proof': False, 'minimal_updates': False, 'unclear_fund_usage': False, 'no_previous_campaigns': False}"
6ce9ab2c-010e-4122-916a-62194b8fcd2e,Educational Materials Support for Government School,Education,Educational Materials,Fueladream,Meerut Knowledge Mission,organization,Educational Materials beneficiaries,Indore,Assam,854701,744309,87.08,2025-04-05,122,False,0.0,low,verified,"{'category': 'Education', 'subcategory': 'Educational Materials', 'platform': 'Fueladream', 'campaign_age_days': 122, 'funding_percentage': 87.08417917707017, 'funds_required': 854701, 'funds_raised': 744309, 'is_fraudulent': False, 'has_government_verification': True, 'has_complete_documentation': True, 'has_clear_beneficiary': True, 'has_contact_info': True, 'has_medical_verification': True, 'has_regular_updates': True, 'has_social_media_presence': True, 'has_website': False, 'has_media_coverage': False, 'is_new_organization': False, 'has_unrealistic_goal': False, 'has_duplicate_content': False, 'limited_social_proof': False, 'minimal_updates': False, 'unclear_fund_usage': False, 'no_previous_campaigns': False}"
